car_id,sgt_route_cluster_1
20150513040505-528,22
20150513050545-772,20
20150513060520-897,16
20150513060545-668,131
20150513120538-827,20
20150513120548-43,17
20150513120558-145,10
20150514010523-466,59
20150514030504-57,16
20150514030514-420,54
20150514030540-780,50
20150514050503-4,87
20150514060535-722,52
20150514090505-484,123
20150514090518-434,90
20150514090525-937,72
20150514090542-943,128
20150514100502-324,27
20150514100544-988,59
20150514120512-102,57
20150515020535-533,59
20150515060533-667,52
20150515110505-92,41
20150515110551-961,126
20150516020525-348,16
20150516020543-403,20
20150516030553-224,129
20150516040540-372,39
20150516050501-365,91
20150516050544-785,69
20150516050556-38,48
20150516060520-936,86
20150516080500-163,101
20150516080508-437,26
20150516080558-555,19
20150516100504-950,68
20150516120527-450,131
20150517010500-796,112
20150517010521-33,59
20150517030511-573,10
20150517050533-767,72
20150517070513-182,36
20150517080508-420,45
20150517080528-116,122
20150517090518-811,1
20150517090533-187,91
20150517100545-515,41
20150517110524-251,17
20150518020501-460,82
20150518020503-955,104
20150518020552-26,126
20150518040539-572,56
20150518050552-865,118
20150518060503-716,10
20150518080515-636,90
20150518090500-717,142
20150518090550-442,30
20150518110556-202,6
20150519040533-38,108
20150519040546-259,27
20150519060541-169,8
20150519070542-838,26
20150519090509-917,145
20150519100522-649,20
20150519110532-708,27
20150520020537-289,27
20150520080545-66,36
20150520110527-191,37
20150520110547-544,8
20150521030514-954,16
20150521040525-743,11
20150521060530-684,69
20150521080512-320,34
20150521080528-185,89
20150521080539-229,136
20150521090524-397,116
20150521100530-952,87
20150521100557-811,94
20150521110550-615,20
20150521120539-683,69
20150521120547-745,114
20150522030505-641,15
20150522030529-2,26
20150522030548-312,117
20150522040535-3,88
20150522070511-727,69
20150522090515-161,69
20150522090548-230,48
20150522100502-509,47
20150522120513-24,4
20150523010518-241,54
20150523030511-17,22
20150523060517-30,121
20150523100525-299,9
20150524010519-501,75
20150524030519-692,57
20150524030524-723,85
20150524040536-313,59
20150524050528-188,10
20150524070551-557,8
20150524090542-953,10
20150524100507-675,36
20150524110507-879,92
20150525010509-991,68
20150525020532-409,92
20150525030507-605,132
20150525040549-978,10
20150525050525-344,60
20150525050544-558,15
20150525060539-803,16
20150525070539-663,10
20150525080519-500,36
20150526010529-890,69
20150526010540-67,36
20150526030551-527,48
20150526060526-540,151
20150526080511-345,117
20150526080553-806,82
20150526090547-123,18
20150526100533-751,8
20150526110553-791,91
20150527020511-685,6
20150527020518-737,118
20150527040505-790,68
20150527050515-636,37
20150527060511-527,16
20150527100509-549,77
20150527100553-66,98
20150527100558-552,8
20150527110537-183,9
20150528040542-928,104
20150528050509-904,26
20150528080517-604,0
20150528090539-210,87
20150528100549-495,85
20150529010519-318,57
20150529110523-979,80
20150529120529-590,116
20150530010557-479,26
20150530010559-140,151
20150530020556-90,72
20150530040503-385,16
20150530040554-707,41
20150530050517-537,130
20150530080559-914,21
20150530090552-221,18
20150530110520-639,109
20150530120534-695,16
20150530120541-89,58
20150531030537-639,64
20150601040632-151,6
20150601060609-840,10
20150601060650-649,36
20150601070655-151,15
20150601080637-769,92
20150601090643-255,6
20150601110652-384,59
20150602010649-97,48
20150602030620-961,10
20150602050643-221,30
20150602070645-93,126
20150602070649-231,34
20150602080621-653,47
20150602100630-679,48
20150602100642-559,27
20150603020600-648,152
20150603060632-383,72
20150603090606-203,10
20150603090607-458,26
20150603090639-155,113
20150603100608-37,72
20150603110610-612,69
20150603110611-545,36
20150603110619-327,90
20150603120637-228,20
20150604010643-971,50
20150604030648-583,121
20150604030657-249,9
20150604040619-38,104
20150604070622-992,107
20150604080640-490,44
20150605040618-478,105
20150605040637-329,36
20150605040659-922,69
20150605070642-510,68
20150605080621-713,114
20150605080626-486,10
20150605080637-239,48
20150605090601-376,115
20150605090617-10,116
20150605090619-525,125
20150605090648-40,59
20150605090654-331,26
20150605120608-125,73
20150606010609-786,45
20150606010612-100,47
20150606030602-262,57
20150606030611-107,88
20150606050612-794,69
20150606050653-525,11
20150606090640-663,19
20150606090649-896,12
20150606110611-539,117
20150607010649-553,122
20150607030612-158,124
20150607030629-240,24
20150607030644-318,120
20150607040622-582,26
20150607040626-348,12
20150607050608-159,108
20150607100623-566,6
20150608020615-373,153
20150608020653-576,59
20150608040651-249,133
20150608090629-720,74
20150608120622-394,9
20150608120632-318,16
20150608120637-956,48
20150609010619-14,8
20150609020654-723,48
20150609030606-244,0
20150609040601-951,34
20150609040634-892,48
20150609050606-751,20
20150609050629-558,41
20150609050637-33,36
20150609060600-167,39
20150609070626-683,69
20150610040636-776,66
20150610040641-716,26
20150610080607-654,48
20150610080607-677,85
20150610120636-389,41
20150611010649-460,10
20150611020620-822,6
20150611030606-430,27
20150611040604-12,36
20150611040639-499,48
20150611050645-707,27
20150611070625-87,48
20150611080617-682,26
20150611080633-723,36
20150611100636-247,82
20150611110616-649,36
20150612020631-291,27
20150612030609-600,36
20150612040643-903,113
20150612070653-348,52
20150612080632-864,20
20150612090614-805,46
20150612120651-215,72
20150613010619-88,100
20150613020647-968,8
20150613050607-419,26
20150613060630-368,11
20150613070601-595,83
20150613070629-561,67
20150613110621-217,90
20150613120634-302,107
20150614060634-481,27
20150614070623-488,8
20150614090643-855,34
20150614090651-645,9
20150614110611-249,16
20150614110618-981,65
20150614110632-795,33
20150614120640-492,151
20150615050655-209,115
20150615070645-876,132
20150615080639-90,36
20150615090601-623,120
20150615110657-243,69
20150616010629-916,22
20150616020625-232,4
20150616060652-850,88
20150616070600-982,51
20150616070612-761,72
20150616110614-272,66
20150616110620-574,137
20150616120616-647,101
20150616120628-268,45
20150617020614-57,69
20150617020653-175,148
20150617050619-294,16
20150617050656-64,16
20150617070624-744,16
20150617090658-734,93
20150617100636-148,84
20150617110631-315,20
20150618050611-599,24
20150618070642-761,55
20150618080605-776,46
20150618110625-63,154
20150618120604-417,69
20150619040651-207,126
20150619050617-947,69
20150619050622-891,88
20150619060603-933,73
20150619070601-944,85
20150619080643-944,48
20150619090638-731,15
20150619110604-788,72
20150620020649-980,108
20150620030629-901,33
20150620030643-457,25
20150620050621-275,34
20150620070638-960,39
20150620090611-379,10
20150620120634-136,10
20150621010621-936,69
20150621010643-875,65
20150621040623-288,27
20150621060618-266,37
20150621070647-455,26
20150621090620-651,129
20150621120624-302,69
20150621120657-579,69
20150622030626-334,5
20150622030637-276,21
20150622050634-617,25
20150622060644-784,69
20150622090641-231,151
20150622120632-733,47
20150622120641-769,118
20150623020631-91,106
20150623020640-155,5
20150623050614-210,34
20150623060616-357,9
20150623100627-640,20
20150623100636-684,48
20150623110625-496,32
20150624030614-941,74
20150624050603-927,115
20150624060606-582,47
20150624080630-565,61
20150624080649-350,36
20150624080656-470,37
20150624120647-627,41
20150625010640-723,7
20150625030645-715,8
20150625030655-107,42
20150625040628-192,114
20150625040649-416,69
20150625050640-406,8
20150625050651-939,69
20150625070608-126,30
20150625070630-807,34
20150625080634-901,20
20150625090635-281,20
20150625120621-432,69
20150625120639-372,0
20150626020646-441,48
20150626030633-737,26
20150626050602-930,9
20150626050635-614,118
20150626050654-920,10
20150626070610-771,80
20150626080624-430,34
20150626100609-1,16
20150626100618-442,61
20150626100642-172,16
20150626110605-541,46
20150626110618-930,27
20150626120628-726,79
20150626120643-518,112
20150627070602-460,5
20150627070604-127,26
20150627070615-916,48
20150627080650-806,51
20150627100623-876,20
20150627100641-287,109
20150627110636-691,90
20150628010613-142,13
20150628010656-511,17
20150628020602-813,69
20150628020649-167,10
20150628020653-964,86
20150628040625-94,9
20150628060613-79,93
20150628100621-273,26
20150628100625-400,20
20150628120615-416,9
20150629060651-484,11
20150629060651-645,133
20150629070605-595,69
20150629090627-62,123
20150630010654-790,10
20150630020625-936,48
20150630040654-44,69
20150630050613-163,118
20150630050659-891,26
20150630060606-969,104
20150630070630-393,136
20150630080609-634,54
20150630080657-414,34
20150630090638-875,27
20150630110633-414,129
20150630120651-844,9
20150630120655-755,48
20150631010647-184,123
20150631050638-897,87
20150631080629-406,8
20150631090611-983,69
20150631110613-672,67
20150631110616-558,85
20150701010755-627,39
20150701020723-76,142
20150701040708-313,72
20150701040743-488,8
20150701060721-840,109
20150701060741-737,26
20150701070722-706,46
20150701070729-336,5
20150701080732-301,25
20150701080753-524,69
20150702010703-5,69
20150702020734-303,108
20150702020750-193,112
20150702040704-305,99
20150702040744-309,17
20150702050722-52,33
20150702050722-689,136
20150702060711-874,27
20150702080703-888,34
20150702100703-979,9
20150702100724-988,4
20150703030736-636,41
20150703080734-840,59
20150703100720-218,7
20150703110718-68,83
20150703110736-237,5
20150704010709-745,27
20150704010749-266,57
20150704020738-670,5
20150704050743-697,132
20150704060747-94,27
20150704090726-900,20
20150704100721-493,22
20150704110737-327,15
20150704120725-943,146
20150705010758-123,54
20150705020730-688,10
20150705040715-207,10
20150705040736-424,27
20150705050702-651,80
20150706030713-770,36
20150706060726-989,8
20150706060731-616,8
20150706080728-516,124
20150706120735-422,155
20150707010720-308,16
20150707020749-480,13
20150707040715-238,88
20150707050739-597,63
20150707060746-607,114
20150707090744-193,78
20150708010747-474,16
20150708010750-395,36
20150708030724-124,0
20150708030735-179,46
20150708040737-542,69
20150708050709-322,27
20150708090712-967,13
20150708090716-145,16
20150708100721-172,90
20150708120746-78,74
20150709030753-123,3
20150709070749-903,85
20150709100754-675,36
20150709120708-806,133
20150710010709-698,67
20150710010716-189,24
20150710010736-777,32
20150710060749-607,26
20150710110703-581,146
20150710110737-521,58
20150710120752-5,149
20150711020710-628,98
20150711020755-31,6
20150711050706-571,48
20150711060713-327,95
20150711080709-92,27
20150711100726-153,16
20150712030716-264,48
20150712060714-467,42
20150712060751-581,44
20150712070713-541,119
20150712070717-383,86
20150712070719-741,25
20150712090732-344,69
20150712110758-964,20
20150713020758-120,50
20150713070728-480,48
20150713090739-797,70
20150713100753-416,122
20150713110726-288,114
20150714050700-78,48
20150714060734-528,101
20150714070731-335,10
20150714080747-236,57
20150714090704-767,26
20150714090715-693,49
20150715010737-325,59
20150715060701-150,10
20150715060721-327,26
20150715080748-563,27
20150715080758-568,69
20150715090713-496,48
20150715100705-414,88
20150716030727-619,27
20150716030750-947,71
20150716060726-594,136
20150716070708-629,9
20150716080715-573,20
20150716100718-333,6
20150716110710-957,71
20150716110734-865,26
20150716120707-60,41
20150716120723-749,98
20150717010754-625,26
20150717020709-853,20
20150717030756-157,115
20150717040709-500,4
20150717050734-803,133
20150717060746-729,125
20150717070703-885,36
20150717110728-930,48
20150717120715-637,26
20150718020708-249,18
20150718060719-224,34
20150718070713-814,16
20150718100716-825,3
20150718110706-765,48
20150718110745-403,34
20150718120727-606,48
20150718120741-816,71
20150719010726-439,96
20150719050709-626,98
20150719050720-439,4
20150719050740-812,109
20150719120727-862,10
20150719120749-370,61
20150720050711-732,10
20150720070721-359,69
20150720100717-213,93
20150720100758-108,66
20150720110747-627,40
20150721010748-517,5
20150721020702-104,36
20150721040749-166,84
20150721050723-70,125
20150721050735-636,6
20150721060738-220,52
20150721070717-32,36
20150721100700-126,90
20150721110707-591,10
20150721120706-688,48
20150722010711-769,69
20150722010749-2,113
20150722040729-834,56
20150722040736-505,25
20150722060726-651,57
20150722090710-384,156
20150722090733-194,130
20150722090744-571,36
