car_id,route_type_csv
20150429080444-356,camper
20150429100402-347,camper
20150429100422-921,transit
20150430020414-999,camper
20150430050401-73,transit
20150430050447-600,none
20150430060412-984,transit
20150430090433-512,camper
20150430100459-528,camper
20150430110428-833,camper
20150430120449-822,camper
20150431010443-726,ranger
20150431030458-145,camper
20150431040401-511,transit
20150431070451-890,transit
20150431080417-292,transit
20150431110424-91,transit
20150431110433-92,transit
20150501010554-108,camper
20150501030502-599,camper
20150501060550-176,camper
20150501070559-328,camper
20150501090516-171,camper
20150501120503-93,none
20150502040512-565,transit
20150502050519-627,transit
20150502060559-716,none
20150502090506-446,none
20150502090541-904,transit
20150502120505-706,transit
20150502120548-840,camper
20150502120549-28,none
20150503010544-585,transit
20150503020544-302,camper
20150503030532-116,camper
20150503040507-176,camper
20150503040553-197,camper
20150503070532-763,camper
20150503080511-131,camper
20150503080515-72,transit
20150503080543-310,camper
20150504020535-36,camper
20150504060507-474,transit
20150504100514-686,transit
20150505020522-625,transit
20150505040548-438,none
20150505050508-318,transit
20150505050511-527,transit
20150505050532-899,transit
20150505080542-405,none
20150505110546-631,camper
20150506020503-809,none
20150506040523-403,camper
20150506060512-399,camper
20150506070508-105,none
20150506080545-327,camper
20150506080548-948,none
20150506090520-357,transit
20150506100506-291,transit
20150506120555-983,transit
20150507030543-185,transit
20150507060531-534,camper
20150507080506-385,none
20150507110537-529,none
20150507120515-146,transit
20150507120531-544,camper
20150508020500-623,transit
20150508030553-514,camper
20150508040515-409,camper
20150508050523-569,camper
20150508080524-76,none
20150508100507-109,transit
20150508110558-558,camper
20150509010532-472,transit
20150509010550-822,camper
20150509020518-337,transit
20150509020534-212,transit
20150509020558-681,camper
20150509030516-354,ranger
20150509030549-76,camper
20150509040535-12,camper
20150509050552-677,camper
20150509050558-745,transit
20150509060504-688,transit
20150509080553-391,none
20150509100557-76,ranger
20150509110512-403,camper
20150509110512-433,camper
20150509110550-759,camper
20150510020549-282,none
20150510020551-789,camper
20150510040554-767,camper
20150510050547-65,camper
20150510070529-448,none
20150510080559-525,transit
20150510110532-536,none
20150510120529-445,none
20150511020522-862,ranger
20150511060536-527,transit
20150511080548-765,camper
20150511080559-981,transit
20150511090509-927,transit
20150511100515-278,none
20150511120517-230,transit
20150511120521-523,transit
20150512030550-212,none
20150512040536-561,transit
20150512050526-696,transit
20150512110539-725,camper
20150513010513-305,none
20150513030530-407,camper
20150513040505-528,none
20150513050545-772,transit
20150513060520-897,transit
20150513060545-668,camper
20150513120538-827,transit
20150513120548-43,camper
20150513120558-145,transit
20150514010523-466,camper
20150514030504-57,transit
20150514030514-420,camper
20150514030540-780,none
20150514050503-4,none
20150514060535-722,camper
20150514090505-484,none
20150514090518-434,camper
20150514090525-937,camper
20150514090542-943,camper
20150514100502-324,transit
20150514100544-988,camper
20150514120512-102,camper
20150515020535-533,camper
20150515060533-667,none
20150515110505-92,none
20150515110551-961,camper
20150516020525-348,transit
20150516020543-403,transit
20150516030553-224,none
20150516040540-372,none
20150516050501-365,camper
20150516050544-785,transit
20150516050556-38,transit
20150516060520-936,camper
20150516080500-163,camper
20150516080508-437,transit
20150516080558-555,none
20150516100504-950,none
20150516120527-450,camper
20150517010500-796,camper
20150517010521-33,camper
20150517030511-573,transit
20150517050533-767,camper
20150517070513-182,transit
20150517080508-420,camper
20150517080528-116,camper
20150517090518-811,camper
20150517090533-187,camper
20150517100545-515,camper
20150517110524-251,camper
20150518020501-460,camper
20150518020503-955,camper
20150518020552-26,none
20150518040539-572,camper
20150518050552-865,none
20150518060503-716,transit
20150518080515-636,camper
20150518090500-717,camper
20150518090550-442,camper
20150518110556-202,none
20150519040533-38,camper
20150519040546-259,transit
20150519060541-169,transit
20150519070542-838,transit
20150519090509-917,transit
20150519100522-649,transit
20150519110532-708,transit
20150520020537-289,transit
20150520080545-66,transit
20150520110527-191,none
20150520110547-544,transit
20150521030514-954,transit
20150521040525-743,camper
20150521060530-684,transit
20150521080512-320,transit
20150521080528-185,camper
20150521080539-229,none
20150521090524-397,camper
20150521100530-952,none
20150521100557-811,none
20150521110550-615,transit
20150521120539-683,transit
20150521120547-745,camper
20150522030505-641,none
20150522030529-2,transit
20150522030548-312,camper
20150522040535-3,none
20150522070511-727,transit
20150522090515-161,transit
20150522090548-230,transit
20150522100502-509,camper
20150522120513-24,none
20150523010518-241,camper
20150523030511-17,camper
20150523060517-30,camper
20150523100525-299,ranger
20150524010519-501,camper
20150524030519-692,none
20150524030524-723,none
20150524040536-313,camper
20150524050528-188,transit
20150524070551-557,transit
20150524090542-953,transit
20150524100507-675,transit
20150524110507-879,camper
20150525010509-991,none
20150525020532-409,none
20150525030507-605,none
20150525040549-978,transit
20150525050525-344,camper
20150525050544-558,camper
20150525060539-803,transit
20150525070539-663,transit
20150525080519-500,transit
20150526010529-890,transit
20150526010540-67,transit
20150526030551-527,transit
20150526060526-540,camper
20150526080511-345,none
20150526080553-806,none
20150526090547-123,camper
20150526100533-751,transit
20150526110553-791,camper
20150527020511-685,camper
20150527020518-737,none
20150527040505-790,none
20150527050515-636,camper
20150527060511-527,transit
20150527100509-549,camper
20150527100553-66,ranger
20150527100558-552,transit
20150527110537-183,ranger
20150528040542-928,none
20150528050509-904,transit
20150528080517-604,camper
20150528090539-210,camper
20150528100549-495,none
20150529010519-318,camper
20150529110523-979,camper
20150529120529-590,none
20150530010557-479,transit
20150530010559-140,camper
20150530020556-90,camper
20150530040503-385,transit
20150530040554-707,none
20150530050517-537,none
20150530080559-914,none
20150530090552-221,none
20150530110520-639,camper
20150530120534-695,transit
20150530120541-89,camper
20150531030537-639,camper
20150601040632-151,camper
20150601060609-840,transit
20150601060650-649,transit
20150601070655-151,camper
20150601080637-769,none
20150601090643-255,none
20150601110652-384,none
20150602010649-97,transit
20150602030620-961,transit
20150602050643-221,camper
20150602070645-93,camper
20150602070649-231,transit
20150602080621-653,none
20150602100630-679,transit
20150602100642-559,transit
20150603020600-648,none
20150603060632-383,camper
20150603090606-203,transit
20150603090607-458,transit
20150603090639-155,camper
20150603100608-37,camper
20150603110610-612,transit
20150603110611-545,transit
20150603110619-327,camper
20150603120637-228,transit
20150604010643-971,camper
20150604030648-583,none
20150604030657-249,ranger
20150604040619-38,camper
20150604070622-992,none
20150604080640-490,none
20150605040618-478,camper
20150605040637-329,transit
20150605040659-922,transit
20150605070642-510,camper
20150605080621-713,camper
20150605080626-486,transit
20150605080637-239,transit
20150605090601-376,camper
20150605090617-10,camper
20150605090619-525,camper
20150605090648-40,camper
20150605090654-331,transit
20150605120608-125,camper
20150606010609-786,camper
20150606010612-100,none
20150606030602-262,none
20150606030611-107,camper
20150606050612-794,transit
20150606050653-525,camper
20150606090640-663,camper
20150606090649-896,camper
20150606110611-539,camper
20150607010649-553,camper
20150607030612-158,camper
20150607030629-240,none
20150607030644-318,camper
20150607040622-582,transit
20150607040626-348,camper
20150607050608-159,camper
20150607100623-566,none
20150608020615-373,transit
20150608020653-576,none
20150608040651-249,camper
20150608090629-720,camper
20150608120622-394,ranger
20150608120632-318,transit
20150608120637-956,transit
20150609010619-14,transit
20150609020654-723,transit
20150609030606-244,camper
20150609040601-951,transit
20150609040634-892,transit
20150609050606-751,transit
20150609050629-558,camper
20150609050637-33,transit
20150609060600-167,camper
20150609070626-683,transit
20150610040636-776,camper
20150610040641-716,transit
20150610080607-654,transit
20150610080607-677,camper
20150610120636-389,none
20150611010649-460,transit
20150611020620-822,camper
20150611030606-430,transit
20150611040604-12,transit
20150611040639-499,transit
20150611050645-707,transit
20150611070625-87,transit
20150611080617-682,transit
20150611080633-723,transit
20150611100636-247,none
20150611110616-649,transit
20150612020631-291,transit
20150612030609-600,transit
20150612040643-903,camper
20150612070653-348,none
20150612080632-864,transit
20150612090614-805,camper
20150612120651-215,none
20150613010619-88,camper
20150613020647-968,transit
20150613050607-419,transit
20150613060630-368,none
20150613070601-595,camper
20150613070629-561,camper
20150613110621-217,camper
20150613120634-302,camper
20150614060634-481,transit
20150614070623-488,transit
20150614090643-855,transit
20150614090651-645,ranger
20150614110611-249,transit
20150614110618-981,none
20150614110632-795,camper
20150614120640-492,camper
20150615050655-209,camper
20150615070645-876,camper
20150615080639-90,transit
20150615090601-623,camper
20150615110657-243,transit
20150616010629-916,none
20150616020625-232,camper
20150616060652-850,camper
20150616070600-982,none
